ballot_measure_type,choice,is_winner,reporting_pct,state,summary,title,vote_pct,votes
State Ballot Measures,Yes,True,99.1,Illinois,Approval of this amendment would ensure that Illinois transportation funds are only used for intended purposes.,Revenue for Transportation,78.9,3703153
State Ballot Measures,No,False,99.1,Illinois,Approval of this amendment would ensure that Illinois transportation funds are only used for intended purposes.,Revenue for Transportation,21.1,988861
Overall 2016 Indiana Ballot Measures Election Results,Yes,True,99.9,Indiana,"Approval of Public Question 1 would add an amendment to Indiana's state constitution stating one's right to hunt, fish and harvest wildlife.",Right to Hunt,79.4,1892302
Overall 2016 Indiana Ballot Measures Election Results,No,False,99.9,Indiana,"Approval of Public Question 1 would add an amendment to Indiana's state constitution stating one's right to hunt, fish and harvest wildlife.",Right to Hunt,20.6,491907
State Ballot Measures,Yes,True,99.9,Indiana,"Approval of Public Question 1 would add an amendment to Indiana's state constitution stating one's right to hunt, fish and harvest wildlife.",Right to Hunt,79.4,1892302
State Ballot Measures,No,False,99.9,Indiana,"Approval of Public Question 1 would add an amendment to Indiana's state constitution stating one's right to hunt, fish and harvest wildlife.",Right to Hunt,20.6,491907
Overall 2016 Kansas Ballot Measures Election Results,Yes,True,99.9,Kansas,Allows rights to hunt and trap wildlife.,Right to Hunt,81.3,914615
Overall 2016 Kansas Ballot Measures Election Results,No,False,99.9,Kansas,Allows rights to hunt and trap wildlife.,Right to Hunt,18.7,210070
State Ballot Measures,Yes,True,99.9,Kansas,Allows rights to hunt and trap wildlife.,Right to Hunt,81.3,914615
State Ballot Measures,No,False,99.9,Kansas,Allows rights to hunt and trap wildlife.,Right to Hunt,18.7,210070
Overall 2016 Louisiana Ballot Measures Election Results,No,True,100.0,Louisiana,Authorizes certain higher ed boards to establish the tuition and mandatory fee amounts charged by institutions under their supervision.,Higher Ed Mgt Boards,57.1,1040659
Overall 2016 Louisiana Ballot Measures Election Results,Yes,False,100.0,Louisiana,Authorizes certain higher ed boards to establish the tuition and mandatory fee amounts charged by institutions under their supervision.,Higher Ed Mgt Boards,42.9,782968
State Ballot Measures,Yes,True,100.0,Louisiana,Would amend the state constitution to provide the qualifications of a Parish's Registrar of Voters.,Voter Registrar Appointments,72.6,1329989
State Ballot Measures,No,False,100.0,Louisiana,Would amend the state constitution to provide the qualifications of a Parish's Registrar of Voters.,Voter Registrar Appointments,27.4,501503
State Ballot Measures,No,True,100.0,Louisiana,Authorizes certain higher ed boards to establish the tuition and mandatory fee amounts charged by institutions under their supervision.,Higher Ed Mgt Boards,57.1,1040659
State Ballot Measures,Yes,False,100.0,Louisiana,Authorizes certain higher ed boards to establish the tuition and mandatory fee amounts charged by institutions under their supervision.,Higher Ed Mgt Boards,42.9,782968
State Ballot Measures,No,True,100.0,Louisiana,Would not allow federal tax payments to be used as a deduction to calculate state corporate income taxes.,Fed Tax Deductibility,56.1,1009499
State Ballot Measures,Yes,False,100.0,Louisiana,Would not allow federal tax payments to be used as a deduction to calculate state corporate income taxes.,Fed Tax Deductibility,43.9,790316
State Ballot Measures,Yes,True,100.0,Louisiana,Allows for widowed spouses of first responders or military personnel killed on active duty to receive property tax exemptions.,Homestead Tax Exemption,71.8,1298072
State Ballot Measures,No,False,100.0,Louisiana,Allows for widowed spouses of first responders or military personnel killed on active duty to receive property tax exemptions.,Homestead Tax Exemption,28.2,509908
State Ballot Measures,Yes,True,100.0,Louisiana,Would establish a trust fund for construction projects and transportation infrastructure.,Stabilization Trust Fund,53.6,949598
State Ballot Measures,No,False,100.0,Louisiana,Would establish a trust fund for construction projects and transportation infrastructure.,Stabilization Trust Fund,46.4,821934
State Ballot Measures,No,True,100.0,Louisiana,Allows the government to use current year funds to alleviate projected deficits.,Projected Deficit Reductions,57.8,1018926
State Ballot Measures,Yes,False,100.0,Louisiana,Allows the government to use current year funds to alleviate projected deficits.,Projected Deficit Reductions,42.2,743091
Overall 2016 Maine Ballot Measures Election Results,Yes,True,100.0,Maine,Voters decide whether to legalize and regulate recreational marijuana use for those 21 and older.,Legalize Marijuana,50.2,756576
Overall 2016 Maine Ballot Measures Election Results,No,False,100.0,Maine,Voters decide whether to legalize and regulate recreational marijuana use for those 21 and older.,Legalize Marijuana,49.8,751336
Overall 2016 Maine Ballot Measures Election Results,Yes,True,100.0,Maine,Allows gradual increase in minimum wage to $12/h by 2020.,Increase Minimum Wage,55.5,834264
Overall 2016 Maine Ballot Measures Election Results,No,False,100.0,Maine,Allows gradual increase in minimum wage to $12/h by 2020.,Increase Minimum Wage,44.5,669548
Overall 2016 Maine Ballot Measures Election Results,No,True,100.0,Maine,Requires background checks before gun sales and between unlicensed gun dealers.,Expand Gun Background Checks,52.0,785402
Overall 2016 Maine Ballot Measures Election Results,Yes,False,100.0,Maine,Requires background checks before gun sales and between unlicensed gun dealers.,Expand Gun Background Checks,48.0,724312
State Ballot Measures,Yes,True,100.0,Maine,"Voters decide whether to change the existing statewide voting system to rank-choice voting, otherwise known as instaff-runoff voting. Rank-choice voting allows voters to rank candidates in order of preference.",Choice Voting,52.0,767320
State Ballot Measures,No,False,100.0,Maine,"Voters decide whether to change the existing statewide voting system to rank-choice voting, otherwise known as instaff-runoff voting. Rank-choice voting allows voters to rank candidates in order of preference.",Choice Voting,48.0,708702
State Ballot Measures,Yes,True,100.0,Maine,Voters decide whether to legalize and regulate recreational marijuana use for those 21 and older.,Legalize Marijuana,50.2,756576
State Ballot Measures,No,False,100.0,Maine,Voters decide whether to legalize and regulate recreational marijuana use for those 21 and older.,Legalize Marijuana,49.8,751336
State Ballot Measures,Yes,True,100.0,Maine,Allows gradual increase in minimum wage to $12/h by 2020.,Increase Minimum Wage,55.5,834264
State Ballot Measures,No,False,100.0,Maine,Allows gradual increase in minimum wage to $12/h by 2020.,Increase Minimum Wage,44.5,669548
State Ballot Measures,No,True,100.0,Maine,Requires background checks before gun sales and between unlicensed gun dealers.,Expand Gun Background Checks,52.0,785402
State Ballot Measures,Yes,False,100.0,Maine,Requires background checks before gun sales and between unlicensed gun dealers.,Expand Gun Background Checks,48.0,724312
State Ballot Measures,Yes,True,100.0,Maine,"Allows a 3% tax increase for household incomes higher than 200,000 to fund public education.",New Income Tax For Public Ed,50.4,755124
State Ballot Measures,No,False,100.0,Maine,"Allows a 3% tax increase for household incomes higher than 200,000 to fund public education.",New Income Tax For Public Ed,49.6,742890
State Ballot Measures,Yes,True,100.0,Maine,Allows granting $100 million in bonds for transportation projects.,Issue Transportation Bonds,61.1,905794
State Ballot Measures,No,False,100.0,Maine,Allows granting $100 million in bonds for transportation projects.,Issue Transportation Bonds,38.9,576580
Overall 2016 Maryland Ballot Measures Election Results,For,True,99.6,Maryland,Requires vacancies for attorney general and comptroller offices to preserve political party affiliations.,Attorney General and Comptroller Vacancies,72.5,1592702
Overall 2016 Maryland Ballot Measures Election Results,Against,False,99.6,Maryland,Requires vacancies for attorney general and comptroller offices to preserve political party affiliations.,Attorney General and Comptroller Vacancies,27.5,603086
State Ballot Measures,For,True,99.6,Maryland,Requires vacancies for attorney general and comptroller offices to preserve political party affiliations.,Attorney General and Comptroller Vacancies,72.5,1592702
State Ballot Measures,Against,False,99.6,Maryland,Requires vacancies for attorney general and comptroller offices to preserve political party affiliations.,Attorney General and Comptroller Vacancies,27.5,603086
Overall 2016 Massachusetts Ballot Measures Election Results,No,True,100.0,Massachusetts,Allows the Massachusetts Gaming Commission to issue additional slots license.,Expand Slot Machine Gaming,60.7,3793964
Overall 2016 Massachusetts Ballot Measures Election Results,Yes,False,100.0,Massachusetts,Allows the Massachusetts Gaming Commission to issue additional slots license.,Expand Slot Machine Gaming,39.3,2452968
Overall 2016 Massachusetts Ballot Measures Election Results,No,True,100.0,Massachusetts,Allows state education officials to approve 12 new charter schools every year.,Expand Charter Schools,62.1,4009864
Overall 2016 Massachusetts Ballot Measures Election Results,Yes,False,100.0,Massachusetts,Allows state education officials to approve 12 new charter schools every year.,Expand Charter Schools,37.9,2442728
Overall 2016 Massachusetts Ballot Measures Election Results,Yes,True,100.0,Massachusetts,"Would legalize, regulate and tax marijuana for recreational use.",Legalize Marijuana,53.6,3491890
Overall 2016 Massachusetts Ballot Measures Election Results,No,False,100.0,Massachusetts,"Would legalize, regulate and tax marijuana for recreational use.",Legalize Marijuana,46.4,3026608
State Ballot Measures,No,True,100.0,Massachusetts,Allows the Massachusetts Gaming Commission to issue additional slots license.,Expand Slot Machine Gaming,60.7,3793964
State Ballot Measures,Yes,False,100.0,Massachusetts,Allows the Massachusetts Gaming Commission to issue additional slots license.,Expand Slot Machine Gaming,39.3,2452968
State Ballot Measures,No,True,100.0,Massachusetts,Allows state education officials to approve 12 new charter schools every year.,Expand Charter Schools,62.1,4009864
State Ballot Measures,Yes,False,100.0,Massachusetts,Allows state education officials to approve 12 new charter schools every year.,Expand Charter Schools,37.9,2442728
State Ballot Measures,Yes,True,100.0,Massachusetts,Bans extreme methods of farm animal confinement.,Improve Farm Animal Confines,77.7,5005352
State Ballot Measures,No,False,100.0,Massachusetts,Bans extreme methods of farm animal confinement.,Improve Farm Animal Confines,22.3,1436908
State Ballot Measures,Yes,True,100.0,Massachusetts,"Would legalize, regulate and tax marijuana for recreational use.",Legalize Marijuana,53.6,3491890
State Ballot Measures,No,False,100.0,Massachusetts,"Would legalize, regulate and tax marijuana for recreational use.",Legalize Marijuana,46.4,3026608
Overall 2016 Minnesota Ballot Measures Election Results,Yes,True,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,76.5,2264873
Overall 2016 Minnesota Ballot Measures Election Results,No,False,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,18.1,536031
Overall 2016 Minnesota Ballot Measures Election Results,Estimated Blanks,False,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,5.3,157796
State Ballot Measures,Yes,True,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,76.5,2264873
State Ballot Measures,No,False,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,18.1,536031
State Ballot Measures,Estimated Blanks,False,100.0,Minnesota,Voters decide whether to create a bipartisan board to set the salaries of state legislators.,Legislative Pay,5.3,157796
Overall 2016 Missouri Ballot Measures Election Results,Yes,True,99.8,Missouri,Voters decide whether to allow local government to require identification at elections to vote.,Voter ID,63.1,1698336
Overall 2016 Missouri Ballot Measures Election Results,No,False,99.8,Missouri,Voters decide whether to allow local government to require identification at elections to vote.,Voter ID,36.9,993880
State Ballot Measures,Yes,True,99.8,Missouri,Voters decide whether to allow local government to require identification at elections to vote.,Voter ID,63.1,1698336
State Ballot Measures,No,False,99.8,Missouri,Voters decide whether to allow local government to require identification at elections to vote.,Voter ID,36.9,993880
State Ballot Measures,Yes,True,99.8,Missouri,Voters decide whether to renew the existing tax to fund state parks and soil and water conservation for 10 years.,Keep Conservation Tax,80.1,2203717
State Ballot Measures,No,False,99.8,Missouri,Voters decide whether to renew the existing tax to fund state parks and soil and water conservation for 10 years.,Keep Conservation Tax,19.9,546181
State Ballot Measures,Yes,True,99.8,Missouri,Voters decide whether to establish campaign contribution limits for state or judicial office candidates.,Limit Campaign Contributions,69.9,1877477
State Ballot Measures,No,False,99.8,Missouri,Voters decide whether to establish campaign contribution limits for state or judicial office candidates.,Limit Campaign Contributions,30.1,806676
State Ballot Measures,No,True,99.8,Missouri,Voters decide whether to raise the tax on cigarette packs by 60 cents and impose a 67-cent fee per pack on tobacco wholesalers.,Raise Cigarette Tax,59.6,1636953
State Ballot Measures,Yes,False,99.8,Missouri,Voters decide whether to raise the tax on cigarette packs by 60 cents and impose a 67-cent fee per pack on tobacco wholesalers.,Raise Cigarette Tax,40.4,1107716
State Ballot Measures,Yes,True,99.8,Missouri,Voters decide whether to prohibit extending salex taxes on previously untaxed services as of 2015.,Prohibit Sales Tax,57.1,1522189
State Ballot Measures,No,False,99.8,Missouri,Voters decide whether to prohibit extending salex taxes on previously untaxed services as of 2015.,Prohibit Sales Tax,42.9,1145709
State Ballot Measures,No,True,99.8,Missouri,Voters decide whether to raixes taxes on cigarette packs by 23 cents by 2021 and to add a 5 percent sales tax to other tobacco products.,Raise Tobacco Tax,55.3,1494949
State Ballot Measures,Yes,False,99.8,Missouri,Voters decide whether to raixes taxes on cigarette packs by 23 cents by 2021 and to add a 5 percent sales tax to other tobacco products.,Raise Tobacco Tax,44.7,1210199
Overall 2016 Montana Ballot Measures Election Results,Yes,True,100.0,Montana,Voters decide whether to repeal the three-patient limit for medical marijuana providers.,Expand Medical Marijuana,57.6,284531
Overall 2016 Montana Ballot Measures Election Results,No,False,100.0,Montana,Voters decide whether to repeal the three-patient limit for medical marijuana providers.,Expand Medical Marijuana,42.4,209138
State Ballot Measures,Yes,True,100.0,Montana,Voters decide whether to give crime victims specific rights to ensure their interests under the law.,Create Crime Victim Rights,65.9,318988
State Ballot Measures,No,False,100.0,Montana,Voters decide whether to give crime victims specific rights to ensure their interests under the law.,Create Crime Victim Rights,34.1,164953
State Ballot Measures,No,True,100.0,Montana,Voters decide whether to prohibit the use of animal traps on public lands.,Prohibit Animal Trapping,62.8,307163
State Ballot Measures,Yes,False,100.0,Montana,Voters decide whether to prohibit the use of animal traps on public lands.,Prohibit Animal Trapping,37.2,181880
State Ballot Measures,Yes,True,100.0,Montana,Voters decide whether to repeal the three-patient limit for medical marijuana providers.,Expand Medical Marijuana,57.6,284531
State Ballot Measures,No,False,100.0,Montana,Voters decide whether to repeal the three-patient limit for medical marijuana providers.,Expand Medical Marijuana,42.4,209138
State Ballot Measures,No,True,100.0,Montana,Voters decide whether to create $10 million state bonds per year to fund biomedical research.,Issue Brain Research Bonds,57.6,276766
State Ballot Measures,Yes,False,100.0,Montana,Voters decide whether to create $10 million state bonds per year to fund biomedical research.,Issue Brain Research Bonds,42.4,203386
Overall 2016 Nebraska Ballot Measures Election Results,Repeal,True,100.0,Nebraska,Voters will decide to either repeal or retain a referendum that has banned the death penalty in the state.,Death Penalty Law,61.2,443506
Overall 2016 Nebraska Ballot Measures Election Results,Retain,False,100.0,Nebraska,Voters will decide to either repeal or retain a referendum that has banned the death penalty in the state.,Death Penalty Law,38.8,280587
State Ballot Measures,Repeal,True,100.0,Nebraska,Voters will decide to either repeal or retain a referendum that has banned the death penalty in the state.,Death Penalty Law,61.2,443506
State Ballot Measures,Retain,False,100.0,Nebraska,Voters will decide to either repeal or retain a referendum that has banned the death penalty in the state.,Death Penalty Law,38.8,280587
Overall 2016 Nevada Ballot Measures Election Results,Yes,True,100.0,Nevada,The measure would require firearm transfers to go through a licensed gun dealer for a background check. Temporary transfers and transfers between immediate family members would be exempted from the measure.,Expand Gun Background Checks,50.4,558586
Overall 2016 Nevada Ballot Measures Election Results,No,False,100.0,Nevada,The measure would require firearm transfers to go through a licensed gun dealer for a background check. Temporary transfers and transfers between immediate family members would be exempted from the measure.,Expand Gun Background Checks,49.6,548685
Overall 2016 Nevada Ballot Measures Election Results,Yes,True,100.0,Nevada,The measure would legalize the recreational use of one ounce or less of marijuana by individuals at least 21 years of age or older.,Legalize Marijuana,54.5,602400
Overall 2016 Nevada Ballot Measures Election Results,No,False,100.0,Nevada,The measure would legalize the recreational use of one ounce or less of marijuana by individuals at least 21 years of age or older.,Legalize Marijuana,45.5,503615
State Ballot Measures,Yes,True,100.0,Nevada,The measure would require firearm transfers to go through a licensed gun dealer for a background check. Temporary transfers and transfers between immediate family members would be exempted from the measure.,Expand Gun Background Checks,50.4,558586
State Ballot Measures,No,False,100.0,Nevada,The measure would require firearm transfers to go through a licensed gun dealer for a background check. Temporary transfers and transfers between immediate family members would be exempted from the measure.,Expand Gun Background Checks,49.6,548685
State Ballot Measures,Yes,True,100.0,Nevada,The measure would legalize the recreational use of one ounce or less of marijuana by individuals at least 21 years of age or older.,Legalize Marijuana,54.5,602400
State Ballot Measures,No,False,100.0,Nevada,The measure would legalize the recreational use of one ounce or less of marijuana by individuals at least 21 years of age or older.,Legalize Marijuana,45.5,503615
State Ballot Measures,Yes,True,100.0,Nevada,"The measure would require the Legislature to exempt sales and use tax of durable medical equipment, oxygen delivery equipment, and mobility enhancing equipment prescribed for use by a licensed health care provider.",Medical Patient Tax Relief,71.8,768803
State Ballot Measures,No,False,100.0,Nevada,"The measure would require the Legislature to exempt sales and use tax of durable medical equipment, oxygen delivery equipment, and mobility enhancing equipment prescribed for use by a licensed health care provider.",Medical Patient Tax Relief,28.2,301944
State Ballot Measures,Yes,True,100.0,Nevada,"The measure would insert language into the Nevada Constitution requiring an open, competitive retail electric energy market, and eliminate energy monopolies.",Open Electric Energy Market,72.4,783120
State Ballot Measures,No,False,100.0,Nevada,"The measure would insert language into the Nevada Constitution requiring an open, competitive retail electric energy market, and eliminate energy monopolies.",Open Electric Energy Market,27.6,299160
Overall 2016 New Jersey Ballot Measures Election Results,No,True,99.3,New Jersey,The measure would allow the state legislature to approve casinos in two more counties in the state.,Expand Casinos,77.5,2277807
Overall 2016 New Jersey Ballot Measures Election Results,Yes,False,99.3,New Jersey,The measure would allow the state legislature to approve casinos in two more counties in the state.,Expand Casinos,22.5,661004
State Ballot Measures,Yes,True,99.3,New Jersey,The amendment would require all revenue from taxes on motor fuels to be deposited into the Transportation Trust Fund.,Transportation Trust Fund,54.0,1556708
State Ballot Measures,No,False,99.3,New Jersey,The amendment would require all revenue from taxes on motor fuels to be deposited into the Transportation Trust Fund.,Transportation Trust Fund,46.0,1325902
State Ballot Measures,No,True,99.3,New Jersey,The measure would allow the state legislature to approve casinos in two more counties in the state.,Expand Casinos,77.5,2277807
State Ballot Measures,Yes,False,99.3,New Jersey,The measure would allow the state legislature to approve casinos in two more counties in the state.,Expand Casinos,22.5,661004
Overall 2016 New Mexico Ballot Measures Election Results,For,True,100.0,New Mexico,The measure would deny a defendant charged with a felony bail if the prosecutor sees they pose a threat to the public. It will also allow courts to release defendants without bail because of a financial inability to post a bond.,Deny Bail to Certain Felons,87.2,610021
Overall 2016 New Mexico Ballot Measures Election Results,Against,False,100.0,New Mexico,The measure would deny a defendant charged with a felony bail if the prosecutor sees they pose a threat to the public. It will also allow courts to release defendants without bail because of a financial inability to post a bond.,Deny Bail to Certain Felons,12.8,89229
State Ballot Measures,For,True,100.0,New Mexico,The measure would deny a defendant charged with a felony bail if the prosecutor sees they pose a threat to the public. It will also allow courts to release defendants without bail because of a financial inability to post a bond.,Deny Bail to Certain Felons,87.2,610021
State Ballot Measures,Against,False,100.0,New Mexico,The measure would deny a defendant charged with a felony bail if the prosecutor sees they pose a threat to the public. It will also allow courts to release defendants without bail because of a financial inability to post a bond.,Deny Bail to Certain Felons,12.8,89229
Overall 2016 North Dakota Ballot Measures Election Results,Yes,True,100.0,North Dakota,Voters decide whether to legalize medical marijuana.,Medical Marijuana,63.7,215239
Overall 2016 North Dakota Ballot Measures Election Results,No,False,100.0,North Dakota,Voters decide whether to legalize medical marijuana.,Medical Marijuana,36.3,122411
State Ballot Measures,Yes,True,100.0,North Dakota,"The measure would require requiring state legislators to remain residents of the legislative districts they serve in for the entirety of their term, and starting at least 30 days prior to the election.",Legislative Residence,86.1,281384
State Ballot Measures,No,False,100.0,North Dakota,"The measure would require requiring state legislators to remain residents of the legislative districts they serve in for the entirety of their term, and starting at least 30 days prior to the election.",Legislative Residence,13.9,45431
State Ballot Measures,Yes,True,100.0,North Dakota,The measure would expand the educational purposes in which excess revenues from oil extraction taxes from the foundation aid stabilization fund can be used on.,School Trust Fund,64.3,209043
State Ballot Measures,No,False,100.0,North Dakota,The measure would expand the educational purposes in which excess revenues from oil extraction taxes from the foundation aid stabilization fund can be used on.,School Trust Fund,35.7,116096
State Ballot Measures,Yes,True,100.0,North Dakota,Voters decide whether to incorporate statues on crime victims' rights into the state constitution.,Crime Victim Rights,62.0,206624
State Ballot Measures,No,False,100.0,North Dakota,Voters decide whether to incorporate statues on crime victims' rights into the state constitution.,Crime Victim Rights,38.0,126533
State Ballot Measures,No,True,100.0,North Dakota,Voters decide whether to raise taxes on tobacco products and use revenue toward veterans and health services.,Veterans Trust Fund,61.7,209268
State Ballot Measures,Yes,False,100.0,North Dakota,Voters decide whether to raise taxes on tobacco products and use revenue toward veterans and health services.,Veterans Trust Fund,38.3,130069
State Ballot Measures,Yes,True,100.0,North Dakota,Voters decide whether to legalize medical marijuana.,Medical Marijuana,63.7,215239
State Ballot Measures,No,False,100.0,North Dakota,Voters decide whether to legalize medical marijuana.,Medical Marijuana,36.3,122411
Overall 2016 Oklahoma Ballot Measures Election Results,Yes,True,100.0,Oklahoma,"The measure establishes the Oklahoma Constitution to guarantee the state's power to impose capital punishment and set methods of execution, such as the death penalty.",Execution Methods,66.4,941336
Overall 2016 Oklahoma Ballot Measures Election Results,No,False,100.0,Oklahoma,"The measure establishes the Oklahoma Constitution to guarantee the state's power to impose capital punishment and set methods of execution, such as the death penalty.",Execution Methods,33.6,477057
Overall 2016 Oklahoma Ballot Measures Election Results,No,True,100.0,Oklahoma,The measure would allow public money to be spent for religious purposes.,Funds for Religious Use,57.1,808248
Overall 2016 Oklahoma Ballot Measures Election Results,Yes,False,100.0,Oklahoma,The measure would allow public money to be spent for religious purposes.,Funds for Religious Use,42.9,606675
State Ballot Measures,Yes,True,100.0,Oklahoma,"The measure establishes the Oklahoma Constitution to guarantee the state's power to impose capital punishment and set methods of execution, such as the death penalty.",Execution Methods,66.4,941336
State Ballot Measures,No,False,100.0,Oklahoma,"The measure establishes the Oklahoma Constitution to guarantee the state's power to impose capital punishment and set methods of execution, such as the death penalty.",Execution Methods,33.6,477057
State Ballot Measures,No,True,100.0,Oklahoma,The measure establishes guaranteed rights to engage in farming and ranching.,Farming and Ranching,60.3,863752
State Ballot Measures,Yes,False,100.0,Oklahoma,The measure establishes guaranteed rights to engage in farming and ranching.,Farming and Ranching,39.7,568891
State Ballot Measures,No,True,100.0,Oklahoma,The measure would increase the state sales tax by one percentage point for education funding.,Sales Tax Increase,59.4,852641
State Ballot Measures,Yes,False,100.0,Oklahoma,The measure would increase the state sales tax by one percentage point for education funding.,Sales Tax Increase,40.6,582505
State Ballot Measures,No,True,100.0,Oklahoma,The measure would allow public money to be spent for religious purposes.,Funds for Religious Use,57.1,808248
State Ballot Measures,Yes,False,100.0,Oklahoma,The measure would allow public money to be spent for religious purposes.,Funds for Religious Use,42.9,606675
State Ballot Measures,Yes,True,100.0,Oklahoma,The measure would change the classification of certain drug possession and property crimes from felony to misdemeanor.,Criminal Sentencing,58.2,829928
State Ballot Measures,No,False,100.0,Oklahoma,The measure would change the classification of certain drug possession and property crimes from felony to misdemeanor.,Criminal Sentencing,41.8,595431
State Ballot Measures,Yes,True,100.0,Oklahoma,"The measure would create the County Community Safety Investment Fund, which would come from money saved by reclassifying certain property and drug crimes as misdemeanors, to fund rehabilitative programs.",County Safety Fund,56.2,794341
State Ballot Measures,No,False,100.0,Oklahoma,"The measure would create the County Community Safety Investment Fund, which would come from money saved by reclassifying certain property and drug crimes as misdemeanors, to fund rehabilitative programs.",County Safety Fund,43.8,618910
State Ballot Measures,Yes,True,100.0,Oklahoma,This measure would amend the state constitution to allow the sale of wine and high-point beer in grocery and convenience stores.,Sunday Alcohol Sales,65.6,938543
State Ballot Measures,No,False,100.0,Oklahoma,This measure would amend the state constitution to allow the sale of wine and high-point beer in grocery and convenience stores.,Sunday Alcohol Sales,34.4,491868
Overall 2016 Oregon Ballot Measures Election Results,Yes,True,98.3,Oregon,"This measure would prohibit the sale of parts and products from 12 types of animals: cheetah, elephant, jaguar, leopard, lion, pangolin, ray, rhino, sea turtle, shark, tiger and whale.",Wildlife Products Ban,69.4,1226721
Overall 2016 Oregon Ballot Measures Election Results,No,False,98.3,Oregon,"This measure would prohibit the sale of parts and products from 12 types of animals: cheetah, elephant, jaguar, leopard, lion, pangolin, ray, rhino, sea turtle, shark, tiger and whale.",Wildlife Products Ban,30.6,541613
State Ballot Measures,No,True,98.7,Oregon,This measure would amend the state constitution to remove the current mandatory retirement age of 75 for judges.,Elim Mand Judge Retire Age,63.1,1121420
State Ballot Measures,Yes,False,98.7,Oregon,This measure would amend the state constitution to remove the current mandatory retirement age of 75 for judges.,Elim Mand Judge Retire Age,36.9,656951
State Ballot Measures,Yes,True,98.7,Oregon,The measure would amend the state constitution to allow public state universities to invest in equities.,Allow Pub Univs to Invest,70.2,1220842
State Ballot Measures,No,False,98.7,Oregon,The measure would amend the state constitution to allow public state universities to invest in equities.,Allow Pub Univs to Invest,29.8,517129
State Ballot Measures,Yes,True,98.7,Oregon,This measure would amend the state constitution to appropriate 1.5 percent of the state lottery's net proceeds to veteran services.,Lottery Proceeds for Vets,83.6,1512154
State Ballot Measures,No,False,98.7,Oregon,This measure would amend the state constitution to appropriate 1.5 percent of the state lottery's net proceeds to veteran services.,Lottery Proceeds for Vets,16.4,296222
State Ballot Measures,No,True,98.7,Oregon,This measure would remove the cap on the corporate minimum tax and create a 2.5 percent tax on gross sales greater than $25 million.,Increase Corporate Min Tax,59.2,1096162
State Ballot Measures,Yes,False,98.7,Oregon,This measure would remove the cap on the corporate minimum tax and create a 2.5 percent tax on gross sales greater than $25 million.,Increase Corporate Min Tax,40.8,754913
State Ballot Measures,Yes,True,98.7,Oregon,This measure would fund programs in state high schools to prevent dropouts and prepare students for careers and college.,St Fund for HS Dropout Prev,65.7,1179842
State Ballot Measures,No,False,98.7,Oregon,This measure would fund programs in state high schools to prevent dropouts and prepare students for careers and college.,St Fund for HS Dropout Prev,34.3,615316
State Ballot Measures,Yes,True,98.7,Oregon,This measure would support outdoor school programs via funding from the proceeds of the state lottery.,Create Outdoor School Fund,66.6,1200796
State Ballot Measures,No,False,98.7,Oregon,This measure would support outdoor school programs via funding from the proceeds of the state lottery.,Create Outdoor School Fund,33.4,601341
State Ballot Measures,Yes,True,98.7,Oregon,"This measure would prohibit the sale of parts and products from 12 types of animals: cheetah, elephant, jaguar, leopard, lion, pangolin, ray, rhino, sea turtle, shark, tiger and whale.",Wildlife Products Ban,69.4,1226721
State Ballot Measures,No,False,98.7,Oregon,"This measure would prohibit the sale of parts and products from 12 types of animals: cheetah, elephant, jaguar, leopard, lion, pangolin, ray, rhino, sea turtle, shark, tiger and whale.",Wildlife Products Ban,30.6,541613
Overall 2016 Pennsylvania Ballot Measures Election Results,Yes,True,99.7,Pennsylvania,"This measure would amend the state constitution to raise the mandatory retirement age for Supreme Court justices, judges and justices of the peace from 70 to 75.",Judicial Retirement Age,50.9,2471143
Overall 2016 Pennsylvania Ballot Measures Election Results,No,False,99.7,Pennsylvania,"This measure would amend the state constitution to raise the mandatory retirement age for Supreme Court justices, judges and justices of the peace from 70 to 75.",Judicial Retirement Age,49.1,2379159
State Ballot Measures,Yes,True,99.7,Pennsylvania,"This measure would amend the state constitution to raise the mandatory retirement age for Supreme Court justices, judges and justices of the peace from 70 to 75.",Judicial Retirement Age,50.9,2471143
State Ballot Measures,No,False,99.7,Pennsylvania,"This measure would amend the state constitution to raise the mandatory retirement age for Supreme Court justices, judges and justices of the peace from 70 to 75.",Judicial Retirement Age,49.1,2379159
Overall 2016 Rhode Island Ballot Measures Election Results,Approve,True,100.0,Rhode Island,This measure would amend the state constitution to grant authority to the Rhode Island Ethics Commission to investigate or prosecute legislators for alleged misconduct.,Expnd Ethics Comm Authority,78.1,636206
Overall 2016 Rhode Island Ballot Measures Election Results,Reject,False,100.0,Rhode Island,This measure would amend the state constitution to grant authority to the Rhode Island Ethics Commission to investigate or prosecute legislators for alleged misconduct.,Expnd Ethics Comm Authority,21.9,178154
State Ballot Measures,Approve,True,100.0,Rhode Island,The measure would approve the operation and construction of a gambling facility in the town of Tiverton.,Allow Tiverton Gaming,54.9,466106
